,,Lot Area,Lot Shape,Land Slope,Overall Qual,Overall Cond,Mas Vnr Area,Exter Cond,Bsmt Cond,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Low Qual Fin SF,Gr Liv Area,Bsmt Half Bath,Half Bath,Kitchen AbvGr,Functional,Fireplace Qu,Garage Qual,Paved Drive,Pool QC,Misc Val,Mo Sold,bsmt_fin_sf,yr_since_remod,porch_area,wood_deck,open_porch,enclosed_porch,3ssn_porch,screen_porch,large_house,SalePrice,Bsmt Exposure,Garage Finish,Foundation,House Style,Mas Vnr Type,Bldg Type,MS Zoning,Alley,Land Contour,Sale Type,Roof Style,Exterior 1st
train,2018,10839,-1,0,6,5,0.0,1,1,0,0,3,0,0,1604,0.0,1,1,3,1,1,0,0,0,7,0.0,10,36,False,True,False,False,False,False,181000.0,-2,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,2019,9045,-1,0,5,5,0.0,1,1,0,0,3,0,0,1536,0.0,1,1,3,0,1,0,0,0,6,0.0,2,40,False,True,False,False,False,False,167000.0,-1,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,2020,10852,-1,0,6,5,0.0,1,1,3,0,3,0,0,1671,0.0,1,1,3,1,1,0,0,0,2,786.0,6,38,False,True,False,False,False,False,173000.0,-2,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,2021,8400,0,0,7,5,0.0,1,1,0,0,3,0,0,1611,0.0,1,1,3,0,1,0,0,0,3,0.0,1,180,True,True,False,False,False,False,195800.0,1,-1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,2022,16381,-1,0,6,5,312.0,2,1,-1,0,2,0,0,1844,0.0,0,1,3,1,1,0,0,0,12,1110.0,37,289,False,True,True,False,False,False,223000.0,1,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,2023,12304,-1,0,7,5,144.0,1,1,3,0,3,0,0,1367,0.0,0,1,3,2,1,0,0,0,6,20.0,3,33,False,True,False,False,False,False,192000.0,-2,-1,PConc,1Story,Stone,TwnhsE,RL,none,Lvl,WD ,Gable,VinylSd
train,2024,11584,0,0,7,6,96.0,1,1,3,-1,1,0,0,1725,0.0,1,1,3,1,1,0,0,0,11,425.0,28,304,False,True,True,False,False,False,197000.0,-2,-1,CBlock,SLvl,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,2025,10672,-1,0,8,5,0.0,1,1,0,0,2,0,0,2389,0.0,1,1,3,2,1,0,0,0,11,0.0,0,240,True,True,False,False,False,False,298236.0,2,1,PConc,2Story,None,1Fam,RL,none,Lvl,New,Gable,VinylSd
train,2026,7230,0,0,7,7,0.0,1,1,0,0,2,0,0,1718,0.0,1,1,3,1,1,0,0,0,10,0.0,15,504,True,False,True,False,True,False,238000.0,-2,-2,BrkTil,2.5Unf,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,2027,8512,0,0,5,5,0.0,1,-1,0,0,1,0,0,1556,0.0,0,2,3,0,0,0,0,0,9,0.0,46,0,False,False,False,False,False,False,119000.0,-2,0,CBlock,1Story,None,Duplex,RL,none,Lvl,WD ,Hip,BrkFace
train,2028,20781,-1,0,7,7,0.0,1,1,1,-1,1,0,0,2156,0.0,0,1,3,2,2,0,0,0,6,365.0,3,370,False,True,False,True,False,False,262500.0,-2,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,BrkFace
train,2029,12633,-1,0,9,5,290.0,1,1,3,0,3,0,0,1978,0.0,0,1,3,2,1,0,0,0,5,1640.0,2,360,True,True,False,False,False,False,425000.0,2,1,PConc,1Story,Stone,1Fam,RL,none,HLS,WD ,Hip,CemntBd
train,2030,8712,0,-1,4,7,0.0,1,1,0,0,2,0,0,1178,0.0,0,1,3,0,1,-1,0,0,1,0.0,60,166,True,False,True,False,False,False,102776.0,-1,-1,Stone,1.5Fin,None,1Fam,C (all),Pave,HLS,WD ,Gable,MetalSd
train,2031,12537,-1,0,5,6,0.0,1,1,3,0,3,0,0,1078,0.0,1,1,3,-1,1,0,0,0,4,734.0,2,0,False,False,False,False,False,False,149900.0,-2,1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,2032,9620,0,0,6,7,0.0,1,1,2,0,1,0,0,1285,1.0,0,1,3,-1,1,0,0,80,5,679.0,33,401,True,True,False,False,False,False,190000.0,-2,-2,CBlock,SLvl,None,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,2033,3907,-1,-1,8,5,0.0,1,1,3,0,2,0,0,1191,0.0,0,1,3,1,1,0,0,0,3,76.0,21,193,True,True,False,False,False,False,162500.0,1,-2,CBlock,1Story,None,TwnhsE,RM,none,HLS,WD ,Gable,HdBoard
train,2034,9236,-1,0,6,5,0.0,2,1,3,0,3,0,0,1494,0.0,0,1,3,0,1,0,0,0,7,1200.0,9,195,True,True,False,False,False,False,217000.0,2,-1,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,2035,11600,0,0,4,5,0.0,1,1,0,0,3,0,0,1180,0.0,0,1,3,2,1,0,0,0,7,0.0,56,67,False,False,True,False,False,False,137500.0,-2,-2,BrkTil,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,2036,10603,0,0,8,5,121.0,1,2,3,0,3,0,0,1795,0.0,1,1,3,2,1,0,0,0,7,682.0,3,213,True,True,False,False,False,False,270000.0,-2,1,PConc,2Story,Stone,1Fam,FV,none,Lvl,WD ,Hip,VinylSd
train,2037,13350,-1,0,5,5,0.0,1,1,2,0,1,0,0,894,0.0,0,1,3,-1,1,0,0,0,6,762.0,32,241,True,False,False,False,False,False,142500.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,2038,9200,0,0,6,5,98.0,1,1,3,0,1,0,0,1042,0.0,0,1,3,0,1,0,0,0,5,494.0,42,192,True,False,False,False,False,False,161000.0,2,-1,CBlock,SLvl,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,2039,1495,0,0,4,6,189.0,1,1,2,0,3,0,0,1092,0.0,1,1,3,0,0,0,0,0,5,384.0,37,64,False,True,False,False,False,False,93900.0,-2,0,CBlock,2Story,BrkFace,TwnhsE,RM,none,Lvl,WD ,Gable,CemntBd
train,2040,15593,0,0,7,4,0.0,1,1,1,0,1,0,0,2287,0.0,0,1,3,1,1,0,0,0,7,603.0,53,135,False,True,True,False,False,False,225000.0,-2,1,CBlock,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,BrkFace
train,2041,13688,-1,0,9,5,664.0,1,1,3,0,3,0,0,2668,0.0,1,1,3,2,1,0,0,0,3,1016.0,4,400,True,False,False,False,False,False,412500.0,1,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,2042,8248,0,0,4,4,0.0,1,1,0,0,1,0,450,1414,0.0,0,1,3,2,0,-1,0,0,9,0.0,56,112,False,False,True,False,False,False,83000.0,-2,0,BrkTil,1.5Fin,None,1Fam,RL,Grvl,Lvl,COD,Gable,Wd Sdng
train,2043,6000,0,0,6,6,0.0,1,1,-1,0,3,0,0,1232,0.0,1,1,3,1,1,0,0,0,2,276.0,57,0,False,False,False,False,False,False,128000.0,-1,-2,CBlock,2Story,None,1Fam,RM,none,Lvl,WD ,Gable,MetalSd
train,2044,8453,-1,0,6,5,38.0,1,1,3,0,3,0,0,1609,0.0,1,1,3,0,1,0,0,0,4,362.0,13,70,False,True,False,False,False,False,182000.0,-2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,2045,12444,0,0,8,5,426.0,1,1,3,0,3,0,0,1932,0.0,0,1,3,2,1,0,0,0,11,1336.0,0,370,False,True,False,True,False,False,394617.0,1,1,PConc,1Story,Stone,1Fam,RL,none,Lvl,New,Hip,VinylSd
train,2046,11449,-1,0,8,5,0.0,1,1,3,0,3,0,0,1728,0.0,0,1,3,2,1,0,0,0,1,1011.0,1,276,False,True,False,False,False,False,298751.0,1,1,PConc,1Story,None,1Fam,RL,none,HLS,WD ,Gable,VinylSd
train,2047,12342,-1,0,4,5,0.0,1,1,1,0,3,0,0,861,0.0,0,1,3,0,1,0,0,0,3,262.0,59,158,True,False,False,False,False,False,82500.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,2048,7558,0,0,6,6,0.0,1,1,0,0,2,0,0,1913,0.0,1,1,3,1,-1,0,0,0,3,0.0,59,0,False,False,False,False,False,False,177000.0,-2,-2,BrkTil,1.5Fin,None,1Fam,RL,none,Bnk,WD ,Gable,BrkFace
train,2049,10400,0,0,4,5,0.0,1,1,-1,-2,1,0,0,1200,0.0,0,1,3,2,1,0,0,0,11,905.0,53,329,False,True,True,False,False,False,144000.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,2050,7500,0,0,7,5,0.0,1,1,0,0,2,0,0,1804,0.0,1,1,3,1,1,0,0,0,6,0.0,11,200,True,True,False,False,False,False,189000.0,-2,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
test,0,9142,0,0,6,8,0.0,-1,1,0,0,2,-3,0,1928,0.0,0,2,3,0,-2,0,0,0,4,0.0,56,172,False,True,True,False,False,False,0.0,-2,-2,Stone,2Story,None,2fmCon,RM,Grvl,Lvl,WD ,Gable,AsbShng
test,1,9662,-1,0,5,4,0.0,1,1,0,0,1,0,0,1967,0.0,0,2,3,0,1,0,0,0,8,0.0,29,170,True,False,False,False,False,False,0.0,-2,1,CBlock,1Story,None,Duplex,RL,none,Lvl,WD ,Gable,Plywood
test,2,17104,-1,0,7,5,0.0,1,2,3,0,3,0,0,1496,0.0,1,1,3,2,1,0,0,0,9,554.0,0,124,True,True,False,False,False,False,0.0,1,-1,PConc,2Story,None,1Fam,RL,none,Lvl,New,Gable,VinylSd
test,3,8520,0,0,5,6,0.0,1,1,0,0,1,0,0,968,0.0,0,1,3,0,-1,-1,0,0,7,0.0,1,184,False,False,True,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RM,none,Lvl,WD ,Gable,Wd Sdng
test,4,9500,-1,0,6,5,247.0,1,1,1,0,2,0,0,1394,0.0,1,1,3,2,1,0,0,0,7,609.0,46,261,False,True,False,False,True,False,0.0,-2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,Plywood
test,5,1890,0,0,4,6,0.0,1,1,-1,0,1,0,0,1092,0.0,1,1,3,0,1,0,0,0,6,294.0,38,64,False,False,True,False,False,False,0.0,-2,-2,CBlock,2Story,None,TwnhsE,RM,none,Lvl,WD ,Gable,CemntBd
test,6,8516,0,0,4,6,0.0,1,1,0,0,1,0,0,1093,0.0,0,1,3,0,1,0,0,0,5,0.0,2,0,False,False,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RM,none,Lvl,WD ,Gable,MetalSd
test,7,9286,-1,-1,5,7,0.0,1,2,2,0,1,0,0,1268,0.0,1,1,3,0,1,0,0,0,10,196.0,20,173,True,False,False,False,False,False,0.0,1,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
test,8,3515,0,0,7,5,0.0,1,1,0,0,3,0,0,1680,0.0,1,1,3,0,1,0,0,0,1,0.0,6,111,False,True,False,False,False,False,0.0,-2,-1,PConc,2Story,None,TwnhsE,FV,Pave,Lvl,WD ,Gable,VinylSd
test,9,10125,0,0,6,6,0.0,1,1,2,-2,1,0,0,1279,1.0,0,1,3,-1,1,0,0,0,2,920.0,31,321,True,True,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Plywood
test,10,7175,0,0,6,5,0.0,1,1,3,0,2,0,0,1217,0.0,0,1,3,0,1,0,0,0,6,278.0,15,64,False,True,False,False,False,False,0.0,-2,-1,PConc,1Story,None,TwnhsE,RL,none,Lvl,WD ,Gable,Plywood
test,11,7200,0,0,6,7,0.0,1,1,0,0,2,0,0,1040,0.0,0,1,3,0,1,0,0,0,7,0.0,16,132,False,True,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RM,none,Lvl,WD ,Gable,VinylSd
test,12,11310,0,0,6,5,0.0,1,1,0,0,3,0,0,1375,0.0,0,1,3,1,1,0,0,0,6,0.0,52,30,False,True,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,Wd Sdng
test,13,7976,0,0,7,5,23.0,1,1,3,0,3,0,0,2787,0.0,2,2,3,1,1,0,0,0,10,820.0,9,312,True,False,False,False,False,False,0.0,-2,1,PConc,2Story,BrkFace,Duplex,RL,none,Lvl,WD ,Hip,VinylSd
test,14,11737,-1,0,6,7,0.0,1,1,0,0,1,0,0,1827,0.0,0,1,3,2,-1,0,0,0,5,0.0,10,105,True,True,True,False,False,False,0.0,-2,-2,BrkTil,2Story,None,1Fam,RL,none,Bnk,WD ,Gambrel,BrkComm
test,15,9060,0,0,5,6,98.0,1,0,0,0,3,0,0,1340,0.0,0,1,3,2,1,0,0,0,6,0.0,1,296,True,False,False,True,False,False,0.0,none,-1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,Wd Sdng
test,16,10800,0,0,6,6,0.0,1,1,1,0,1,0,0,1436,0.0,0,2,3,2,1,0,0,0,5,590.0,58,126,False,False,True,False,False,False,0.0,-2,-2,CBlock,1.5Fin,None,2fmCon,RM,Grvl,Lvl,Con,Gable,Wd Sdng
test,17,9571,0,0,5,5,0.0,1,1,-1,0,1,-1,0,1073,0.0,0,1,3,0,1,0,0,0,2,257.0,53,0,False,False,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,MetalSd
test,18,10800,0,0,6,6,104.0,1,1,-1,0,1,0,0,1773,0.0,0,1,1,1,1,0,0,0,8,913.0,14,597,True,True,False,False,True,False,0.0,-2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
test,19,17671,0,0,8,9,0.0,2,1,1,0,2,0,0,1742,0.0,1,1,3,2,1,-2,0,0,11,216.0,23,169,False,True,False,False,False,False,0.0,-2,-2,BrkTil,2Story,None,1Fam,RM,Grvl,Lvl,WD ,Gable,Wd Sdng
test,20,8246,-1,0,5,8,0.0,2,1,-1,2,3,0,0,1060,0.0,0,1,3,1,1,0,0,0,5,856.0,9,496,True,True,False,False,False,False,0.0,-1,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Plywood
test,21,8499,-1,0,5,6,0.0,1,1,3,0,3,0,0,864,0.0,0,1,3,0,1,0,0,0,6,660.0,48,312,False,True,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
test,22,8012,0,0,6,5,0.0,1,1,-2,3,3,0,0,1617,0.0,0,1,3,-1,1,0,0,0,7,1006.0,14,69,False,True,False,False,False,False,0.0,-2,-1,PConc,1Story,None,TwnhsE,RL,none,Lvl,WD ,Gable,Plywood
test,23,21453,-1,-2,6,5,0.0,1,1,2,0,3,0,0,988,0.0,0,1,3,1,1,0,0,0,10,938.0,37,260,False,True,False,True,False,False,0.0,2,-2,CBlock,SLvl,None,1Fam,RL,none,Low,WD ,Flat,Plywood
test,24,9605,0,0,7,6,0.0,1,1,0,0,3,0,0,1218,0.0,1,1,3,0,1,0,0,0,4,0.0,2,178,False,True,False,False,False,False,0.0,-2,-1,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
test,25,7180,-1,0,5,7,0.0,1,1,2,0,1,0,0,864,0.0,0,1,3,0,1,0,0,0,5,390.0,36,0,False,False,False,False,False,False,0.0,1,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
test,26,12513,-1,0,4,4,0.0,2,-1,0,0,2,0,0,1738,0.0,0,1,3,2,1,0,0,0,6,0.0,2,55,True,False,False,False,False,False,0.0,-2,-2,BrkTil,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
test,27,9000,0,0,5,6,0.0,1,-1,0,0,1,-1,0,1750,0.0,0,1,3,0,-1,-1,0,0,6,0.0,15,293,False,False,True,False,False,False,0.0,-2,-2,BrkTil,2Story,None,1Fam,RM,Grvl,Lvl,WD ,Gable,VinylSd
test,28,8800,0,0,6,7,156.0,2,1,3,0,3,0,0,1054,0.0,0,1,3,0,1,0,0,0,5,763.0,47,120,True,False,False,False,False,False,0.0,2,-1,PConc,SFoyer,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
test,29,3500,0,0,3,5,0.0,1,1,-2,0,1,-1,0,670,0.0,0,1,3,0,0,-1,0,2000,7,144.0,57,21,False,True,False,False,False,False,0.0,-2,0,CBlock,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
test,30,7340,-1,0,4,6,0.0,1,1,2,0,1,0,0,858,0.0,0,1,3,0,1,0,0,0,6,322.0,36,0,False,False,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
test,31,6240,0,0,4,5,0.0,1,1,1,0,1,-1,360,1208,0.0,0,1,3,0,1,0,0,0,1,152.0,59,135,False,True,True,False,False,False,0.0,-2,-2,CBlock,1.5Fin,None,1Fam,RM,Grvl,Lvl,WD ,Gable,MetalSd
test,32,11700,-1,0,7,7,0.0,1,-1,0,0,1,0,0,2640,0.0,1,1,3,2,1,-1,0,0,5,0.0,6,567,True,False,True,False,False,False,0.0,-2,-2,Stone,2Story,None,1Fam,RM,Pave,Lvl,WD ,Mansard,Stucco
test,33,10000,0,0,5,6,0.0,1,1,1,0,2,0,0,1178,1.0,1,1,3,-1,1,0,0,0,11,1084.0,8,224,True,False,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
test,34,11166,0,0,7,5,180.0,1,1,3,0,3,0,0,1492,0.0,0,1,3,1,1,0,0,0,7,24.0,8,282,False,True,False,False,True,False,0.0,-1,-1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
test,35,13204,-1,0,7,5,44.0,1,1,0,0,3,0,0,1458,0.0,0,1,3,0,1,0,0,0,5,0.0,0,133,True,True,False,False,False,False,0.0,-2,1,PConc,2Story,Stone,1Fam,RL,none,Lvl,New,Gable,VinylSd
test,36,5520,0,0,4,6,0.0,1,-1,-2,0,1,0,0,1657,0.0,0,1,3,1,-1,-1,0,0,7,284.0,26,0,False,False,False,False,False,False,0.0,-2,-2,PConc,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,Wd Sdng
test,37,9000,0,0,4,7,0.0,1,0,0,0,1,-1,0,998,0.0,0,1,1,0,-1,0,0,0,5,0.0,57,140,False,False,True,False,False,False,0.0,none,-2,Slab,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
test,38,8892,0,0,5,7,0.0,1,1,0,0,2,0,0,910,0.0,0,1,3,0,1,0,0,0,10,0.0,12,346,True,False,True,False,False,False,0.0,1,-2,Stone,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,WdShing
test,39,7321,-1,0,7,5,0.0,1,1,0,0,3,0,0,1358,0.0,0,1,3,0,1,0,0,0,12,0.0,7,350,True,True,False,False,False,False,0.0,-2,-2,PConc,1Story,None,1Fam,FV,Pave,Lvl,COD,Gable,CemntBd
test,40,3951,0,0,6,5,76.0,1,1,0,0,3,0,0,1224,0.0,1,1,3,0,1,0,0,0,6,0.0,0,234,False,True,False,False,False,False,0.0,1,-1,PConc,2Story,Stone,TwnhsE,FV,Pave,Lvl,New,Gable,VinylSd
test,41,11214,-1,0,7,5,0.0,1,1,0,0,2,0,0,1886,0.0,1,1,3,1,1,0,0,0,7,0.0,7,89,True,False,False,False,False,False,0.0,-2,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
test,42,7388,0,0,5,6,0.0,1,1,-1,0,2,0,0,1327,0.0,0,1,3,0,1,0,0,0,7,405.0,5,0,False,False,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
test,43,14559,0,0,5,7,70.0,1,1,1,-1,3,0,0,1363,0.0,0,1,2,1,1,0,0,2000,6,830.0,9,534,True,True,False,False,True,False,0.0,-2,-2,CBlock,1Story,BrkCmn,1Fam,RL,none,Lvl,WD ,Hip,Wd Sdng
test,44,4054,-1,0,7,6,352.0,1,1,3,0,3,0,0,1501,0.0,0,1,3,1,1,0,0,0,10,949.0,20,240,True,False,False,False,False,False,0.0,1,1,BrkTil,1Story,BrkFace,TwnhsE,RL,none,Lvl,WD ,Gable,VinylSd
test,45,1533,0,0,4,6,0.0,1,1,0,0,1,0,0,1344,0.0,1,1,3,1,0,0,0,0,5,0.0,1,0,False,False,False,False,False,False,0.0,-2,0,CBlock,2Story,None,Twnhs,RM,none,Lvl,WD ,Gable,CemntBd
test,46,11250,-1,0,7,5,162.0,1,1,3,0,3,0,0,1786,0.0,1,1,3,1,1,0,0,0,9,486.0,6,42,False,True,False,False,False,False,0.0,-1,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
test,47,7800,0,0,5,5,0.0,1,1,1,0,2,0,0,965,0.0,0,1,3,0,1,0,0,0,7,641.0,41,421,True,False,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RH,none,Lvl,WD ,Gable,VinylSd
test,48,5868,0,0,5,7,0.0,1,1,1,-1,3,0,0,936,0.0,0,1,3,0,1,0,0,0,5,488.0,10,240,False,False,True,False,True,False,0.0,-2,1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
test,49,7500,0,0,5,5,0.0,1,1,2,0,-1,0,0,1040,0.0,1,1,3,0,1,0,0,0,6,824.0,47,220,False,False,True,False,False,False,0.0,-2,1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
test,50,9439,0,0,5,5,0.0,1,1,-2,0,2,-1,0,1248,0.0,0,1,3,0,-1,0,0,0,3,324.0,57,192,False,False,True,False,False,False,0.0,-2,-2,CBlock,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,Wd Sdng
test,51,9000,0,0,8,9,0.0,2,-1,0,0,3,0,0,2268,0.0,0,1,3,0,1,-1,0,0,4,0.0,8,108,False,True,False,False,False,False,0.0,-2,-2,Stone,2Story,None,1Fam,RM,Grvl,Lvl,WD ,Gable,Wd Sdng
test,52,9345,-1,0,8,5,156.0,1,1,0,0,3,0,0,1615,0.0,0,1,3,2,1,0,0,0,5,0.0,1,198,True,True,False,False,False,False,0.0,1,-1,PConc,1Story,Stone,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
test,53,7200,0,0,5,6,0.0,1,1,0,0,3,0,0,1360,0.0,1,1,3,0,1,0,0,0,7,0.0,11,255,False,True,True,False,False,False,0.0,-2,-2,CBlock,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,Wd Sdng
test,54,6000,0,0,5,5,444.0,1,1,-1,0,2,0,0,1142,0.0,0,1,3,0,1,0,0,0,6,220.0,59,98,False,False,True,False,False,False,0.0,-2,1,BrkTil,1.5Fin,BrkFace,1Fam,RM,none,Lvl,WD ,Gable,Stucco
test,55,7930,0,0,6,8,0.0,1,1,3,-2,2,0,0,1026,0.0,0,1,3,0,1,0,0,0,7,911.0,4,219,True,True,False,False,False,False,0.0,-2,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Plywood
test,56,9120,0,0,7,6,0.0,2,1,-1,0,3,0,0,1820,0.0,0,1,3,0,1,-1,0,0,6,329.0,58,100,False,True,False,False,False,False,0.0,-2,-2,PConc,1.5Fin,None,1Fam,RL,Pave,Lvl,WD ,Gable,Wd Sdng
test,57,9503,0,0,5,5,0.0,1,1,2,-1,1,0,0,1344,0.0,0,1,2,1,1,0,0,0,6,831.0,24,344,True,True,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
test,58,11050,-1,0,7,5,0.0,1,1,2,0,-1,0,0,1193,0.0,0,1,3,1,1,0,0,0,8,636.0,34,40,True,False,False,False,False,False,0.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Plywood
test,59,10316,-1,0,7,5,0.0,1,1,3,0,3,0,0,1865,0.0,1,1,3,1,1,0,0,0,6,735.0,8,184,False,True,False,False,False,False,0.0,-2,-1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
test,60,11675,-1,0,8,5,495.0,1,1,3,0,3,0,0,2006,0.0,0,1,3,1,1,0,0,0,7,1660.0,10,177,True,True,False,False,False,False,0.0,1,1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
test,61,12900,0,0,5,4,0.0,1,-1,1,0,-1,0,0,1140,0.0,0,1,3,0,1,0,0,0,1,1300.0,58,190,False,False,True,False,False,False,0.0,-2,-2,PConc,1Story,None,2fmCon,RL,none,Lvl,WD ,Gable,BrkFace
test,62,13770,0,0,5,6,340.0,1,1,-1,1,1,0,0,1176,0.0,0,1,3,2,1,0,0,0,10,1063.0,9,0,False,False,False,False,False,False,0.0,-1,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,VWD,Gable,Plywood
test,63,13355,-1,0,7,6,0.0,1,2,2,0,1,0,0,1670,0.0,1,1,3,0,1,0,0,0,5,583.0,37,0,False,False,False,False,False,False,0.0,-2,1,CBlock,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
test,64,7153,0,0,6,5,0.0,2,1,2,0,3,0,0,1603,0.0,1,1,3,0,1,0,0,0,7,387.0,14,124,False,True,False,False,False,False,0.0,-2,-1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
test,65,10750,-1,0,8,5,634.0,1,1,1,3,3,0,0,2063,0.0,0,1,3,2,1,0,0,0,6,1762.0,14,238,True,True,False,False,False,False,0.0,1,1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,Wd Sdng
test,66,8125,-1,0,4,4,0.0,1,1,1,0,1,0,0,858,0.0,0,1,3,0,0,0,0,0,6,614.0,35,0,False,False,False,False,False,False,0.0,-2,0,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
test,67,3903,0,0,6,5,182.0,1,1,2,0,3,0,0,1302,0.0,1,1,3,2,1,0,0,0,5,1030.0,1,160,True,True,False,False,False,False,0.0,1,-1,PConc,1Story,Stone,Twnhs,RL,none,Lvl,WD ,Gable,VinylSd
test,68,4270,0,-1,3,6,0.0,1,1,-1,0,3,0,0,774,0.0,0,1,3,0,0,0,0,0,5,544.0,1,286,False,False,True,False,False,False,0.0,-2,0,BrkTil,1Story,None,1Fam,RH,none,Bnk,WD ,Gable,MetalSd
test,69,4426,0,0,6,5,147.0,1,1,3,0,3,0,0,848,0.0,0,1,3,1,1,0,0,0,5,697.0,4,149,True,False,False,False,False,False,0.0,2,-1,PConc,1Story,BrkFace,TwnhsE,RM,none,Lvl,WD ,Gable,VinylSd
test,70,5825,-1,0,4,5,108.0,2,1,0,0,2,0,0,747,0.0,0,1,3,0,1,0,0,0,6,0.0,53,32,False,False,True,False,False,False,0.0,-1,-2,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
